,age,discordid,minecraftid,client,version
650,15.0,BOTISTAN#5817,BOTISTAN,Computer ( Java Edition ),Cracked
651,15.0,MrUnknown#1327,MrUnknown4101,Computer ( Java Edition ),Cracked
652,15.0,@YAZ BEAST GAMING#7015,Itz_yaz,Computer ( Java Edition ),Cracked
653,17.0,saksham Gupta#1009,SG181229,Mobile ( bedrock version ),Cracked
654,15.0,AyushM#8165,Ayush_M,Computer ( Java Edition ),Paid Version
655,13.0,Fusion001#2458,fusion_dabyt,Computer ( Java Edition ),Cracked
656,17.0,saksham Gupta#1009,SG181229,Mobile ( bedrock version ),Cracked
657,17.0,𝐔ŁT𝐑Λ丶Phənømənøn#3709,PhenomenonYT,Computer ( Java Edition ),Cracked
658,17.0,saksham Gupta#1009,SG181229,Mobile ( bedrock version ),Cracked
659,19.0,XTeNder Op #4770,Xtendernoob4065,Mobile ( bedrock version ),Cracked
660,17.0,Saksham Gupta#1009,SG181229,Mobile ( bedrock version ),Cracked
661,19.0,@SCR1BBLE#4190,SCR1BBLE,Computer ( Java Edition ),Cracked
662,17.0,SAKSHAM Gupta#1009,SG181229,Mobile ( bedrock version ),Cracked
663,16.0,MysticBlazeˢᵗᵃᶠᶠ#6266,Mystic_Blaxe,Computer ( Java Edition ),Paid Version
664,18.0,@hoticecream#3680,PreFire1,Computer ( Java Edition ),Paid Version
665,17.0,@LEGITAV#8170,LEGIT AV,Computer ( Java Edition ),Cracked
666,16.0,Rishabh#6043,MaiGamertohnahi,Computer ( Java Edition ),Cracked
667,16.0,Soham#2150,soham,Computer ( Java Edition ),Cracked
668,15.0,@Uday#9856,CreativeUday,Mobile ( bedrock version ),Cracked
669,18.0,#6454,Ak,Computer ( Java Edition ),Cracked
670,18.0,#6454,Ak,Computer ( Java Edition ),Cracked
671,14.0,Shourya#4080,shouryax,Computer ( Java Edition ),Cracked
672,22.0,ßß>MINATI,PlumFlower28875,Mobile ( bedrock version ),Cracked
673,16.0,@🎃SAKSHAM🎃#2105,SakshamOP1681,Mobile ( bedrock version ),Paid Version
674,43.0,@Grozaboy7566#5207,Adityavir,Computer ( Java Edition ),Cracked
675,16.0,Aryanindian#3831,AryanIndhere,Computer ( Java Edition ),Cracked
676,17.0,Daksh#7019,dak123455,Computer ( Java Edition ),Cracked
677,23.0,@BHANU PRATAP#0220,Op bhanu77,Mobile ( bedrock version ),Cracked
678,18.0,Farox#7914,MFA050,Computer ( Java Edition ),Cracked
679,15.0,Aasaksham#9983,MysteryTech1,Computer ( Java Edition ),Cracked
680,16.0,Kanha #0674,OwnKanha 1234,Mobile ( bedrock version ),Cracked
681,17.0,Daksh#7019,dak123455,Mobile ( bedrock version ),Paid Version
682,18.0,Princex#6350,ZGOD98,Computer ( Java Edition ),Cracked
683,17.0,@Pranshu#9468,PranshuJaiman,Computer ( Java Edition ),Cracked
684,17.0,@Novo x gaming#8007,DisloyalBrick86,Mobile ( bedrock version ),Cracked
685,15.0,@tanveer #3103,Tanveer26,Computer ( Java Edition ),Cracked
686,16.0,AnubhavRaiGaming#5430,Errixx_Gaming,Computer ( Java Edition ),Paid Version
687,16.0,ZiogicPlayz#3882,ZiogicPlayz,Computer ( Java Edition ),Cracked
688,15.0,⌁X多lowɢคmin𝖌⌁#8479,Xblowgaming9,Computer ( Java Edition ),Cracked
689,23.0,@DoMess#3902,nishant1820,Computer ( Java Edition ),Cracked
690,18.0,Niraj#8542,Niraj83,Computer ( Java Edition ),Cracked
691,22.0,Blue Phoenix#8798,BluePhoenix20,Computer ( Java Edition ),Paid Version
692,16.0,@MITGamerYT#0858,MITGamer30,Computer ( Java Edition ),Cracked
693,17.0,Sathwick#0816,Sathwick,Computer ( Java Edition ),Cracked
694,22.0,!Shiven Sarbhoy #9650,ShivenIsPro,Computer ( Java Edition ),Paid Version
695,24.0,ashishOP#8661,AshishOP,Computer ( Java Edition ),Cracked
696,25.0,Prasannarssg #4938,Prasannarssg ,Computer ( Java Edition ),Cracked
697,18.0,@KCOBRA543#8587,Chetanya3741,Computer ( Java Edition ),Cracked
698,22.0,VADEROP#8082,VADER_OP,Computer ( Java Edition ),Cracked
699,21.0,M.FarrukhT#0852,FarrukhT,Computer ( Java Edition ),Cracked
700,16.0,Dru#8471,ALSYAADMI,Computer ( Java Edition ),Paid Version
701,18.0,LazyBum#3090,memeboi690420,Computer ( Java Edition ),Paid Version
702,23.0,@AnimistYT#3875,AnimistYT,Computer ( Java Edition ),Cracked
703,17.0,Parth Sangamnere # 1657,PARTHSANGAMNERE,Mobile ( bedrock version ),Cracked
704,18.0,@BeastPat#1792,beastpat,Computer ( Java Edition ),Cracked
705,17.0,hardildesaihere#1322,BroisHaloNap,Computer ( Java Edition ),Cracked
706,14.0,callofanimation#7187,Chakshu88,Computer ( Java Edition ),Cracked
707,15.0,@Maggi Sharma#5726,Maggisharma,Computer ( Java Edition ),Cracked
708,15.0,Rishon¹#0001 ,Rishon¹,Mobile ( bedrock version ),Cracked
709,17.0,HeavyDriver#6367,RejectedCorgi68,Computer ( Java Edition ),Cracked
710,18.0,@BeastPat#1792,beastpat,Computer ( Java Edition ),Cracked
711,16.0,Aayush gaming,aayush8847,Mobile ( bedrock version ),Paid Version
712,15.0,Krazy Worm#6781,Krazy_Worm,Computer ( Java Edition ),Paid Version
713,15.0,Tabaahi Gamer,tabaahi_gamer,Computer ( Java Edition ),Cracked
714,24.0,Arcknet130#5705,Archit130,Computer ( Java Edition ),Cracked
715,11.0,AyaanShaikh#6824,Sergio_RS,Computer ( Java Edition ),Cracked
716,15.0,maxwell08642#1422,Maxwell08642 ,Mobile ( bedrock version ),Paid Version
717,15.0,Cleon Gaming#3879,Cleon_Gaming,Computer ( Java Edition ),Cracked
718,22.0,aryan#5486,ARYANJ14,Computer ( Java Edition ),Cracked
719,16.0,@addicted_gamers1#2767,FeebleRanger100,Mobile ( bedrock version ),Paid Version
720,22.0,@kmittal112#8935,kmittal112,Computer ( Java Edition ),Cracked
721,16.0,@WEIRDxGEIMEO_WORLD#3758,_GEIMEO_WORLD_ ,Computer ( Java Edition ),Cracked
722,16.0,KRISH8889#2604,KRISH8889,Computer ( Java Edition ),Cracked
723,2.0,Vanshshshshsh#5915,ACTION_KAMEN,Computer ( Java Edition ),Cracked
724,16.0,Victryk#7922,Victryk_Gamer,Computer ( Java Edition ),Cracked
725,15.0,@addicted_gamers1#2767,FeebleRanger100,Mobile ( bedrock version ),Paid Version
726,14.0,Komozoyo#4708,Komozoyo,Computer ( Java Edition ),Cracked
727,15.0,@mahit mehta#7374,mahit,Computer ( Java Edition ),Cracked
728,23.0,Thrilled Samurai#1798,ThrilledSam,Computer ( Java Edition ),Cracked
729,15.0,@addicted_gamers1#2767,FeebleRanger100,Mobile ( bedrock version ),Paid Version
730,18.0,@akshay#6454,Ak,Computer ( Java Edition ),Cracked
731,18.0,Suryansh#0002,suryanshg,Computer ( Java Edition ),Cracked
732,18.0,YawnDoo#4576,yawndooyt,Computer ( Java Edition ),Cracked
733,18.0,@SHOBHIT#6527,shobhityo,Computer ( Java Edition ),Cracked
734,21.0,RICHGAMERZ#0508,DEVILGAMER5187,Mobile ( bedrock version ),Paid Version
735,18.0,Yash Dhuri#3435,puckstop101,Computer ( Java Edition ),Cracked
736,1.0,@! ♛Skull々XMEN♛#0358 ,! ♛Skull々XMEN♛#0358 ,Computer ( Java Edition ),Cracked
737,17.0,@shubhambaidya#3263,shubhbaidya,Mobile ( bedrock version ),Paid Version
738,16.0,panetGAMER#2827,panetGAMER,Computer ( Java Edition ),Paid Version
739,20.0,@Light Poem#5523,Light Poem,Computer ( Java Edition ),Cracked
740,19.0,Aarin#5487,Aarin,Computer ( Java Edition ),Cracked
741,17.0,@EletriX286,EletriX286286,Computer ( Java Edition ),Cracked
742,18.0,NEVIl#2270,nevil2305,Computer ( Java Edition ),Cracked
743,18.0,GenericMan#8716,NovaGeneric,Computer ( Java Edition ),Cracked
744,16.0,ROHIT TANGIRALA#2153,ROHIT9,Computer ( Java Edition ),Cracked
745,16.0,Û€HÏHA ADÌT¥A #3458,aditya200605,Computer ( Java Edition ),Cracked
746,18.0,【RG 】•ᎯᏦ ᎶᎯᎷᎨᏁᎶᴳᶠˣ#1651,DZGHOSTAK,Computer ( Java Edition ),Cracked
747,21.0,Yug62 #5490,YUG62,Computer ( Java Edition ),Cracked
748,15.0,nishchal#8607,whoisnishchal,Computer ( Java Edition ),Cracked
749,15.0,MR.ANIME noob#6507,MISTERKIDSTER,Computer ( Java Edition ),Cracked
750,21.0,Kane MG#9238,MGKane,Mobile ( bedrock version ),Cracked
751,16.0,DatWave#3387,_DatWave_,Computer ( Java Edition ),Paid Version
752,17.0,@Aloke Kumar sah#3958 ,imAloke,Computer ( Java Edition ),Cracked
753,14.0,vi1290isback#5153,vi1290isback,Computer ( Java Edition ),Paid Version
754,16.0,SHIVAM#6231,shivam101,Computer ( Java Edition ),Cracked
755,17.0,GAMER XD 2.0#8963,GamerxDYT07,Computer ( Java Edition ),Paid Version
756,16.0,@Sameer#1463,Sameer_2,Computer ( Java Edition ),Cracked
757,17.0,@kilobyte#2617,NomenBeast ,Computer ( Java Edition ),Paid Version
758,20.0,@Aayush OP#4406,Aayushflash,Computer ( Java Edition ),Paid Version
759,18.0,Rohit_Bombatkar#6405,Rohit2004531,Mobile ( bedrock version ),Cracked
760,16.0,@Aarav#6225,Aarav_12,Computer ( Java Edition ),Cracked
761,27.0,Caletoon#6554,CaletooN,Computer ( Java Edition ),Paid Version
762,17.0,@BHAVIT JAIN#8872,jainbhavit2018,Computer ( Java Edition ),Cracked
763,29.0,Rugved#2904,Gamertag39512,Mobile ( bedrock version ),Cracked
764,16.0,Jethalal#4469,AashuOP,Computer ( Java Edition ),Cracked
765,13.0,- ' talukdar#1195,NIL_TALUKDAR,Computer ( Java Edition ),Cracked
766,16.0,FryPan1999#3928,PinBoi,Computer ( Java Edition ),Cracked
767,17.0,LuxuriousRivalry#3271,LuxuriousRivalry,Computer ( Java Edition ),Cracked
768,16.0,(@MN YT#8184),MN_YouTube,Computer ( Java Edition ),Cracked
769,17.0,M0hAmMeD#7068,TwaddaPiyon,Computer ( Java Edition ),Cracked
770,15.0,Tabaahi Gamer,tabaahi_gamer,Computer ( Java Edition ),Cracked
771,16.0,DITA Playz#3181,DITAPlayz,Computer ( Java Edition ),Cracked
772,16.0,Nitesh,Minimumheart812,Mobile ( bedrock version ),Cracked
773,23.0,mr.harshit#1160,good2255,Computer ( Java Edition ),Cracked
774,13.0,Jaggy420 (SMP Owner)#6848,Jaggy420,Computer ( Java Edition ),Cracked
775,19.0,GRIM#0479,ItzAnsh,Computer ( Java Edition ),Paid Version
776,22.0,master op,PRO XYZ7246,Mobile ( bedrock version ),Cracked
777,18.0,Srijit#7632,srijitdon,Computer ( Java Edition ),Cracked
778,17.0,-Vella 〢Shivam#2740 ,Shivam9864,Computer ( Java Edition ),Cracked
779,16.0,!yogen dand#1374,yogendand49,Computer ( Java Edition ),Cracked
780,15.0,Jay Singhal,Jay0420,Computer ( Java Edition ),Cracked
781,20.0,Arunav#1979,ITZarunav,Computer ( Java Edition ),Paid Version
782,2.0,@EpicooBoii#1018,Bumbo_Baggins,Computer ( Java Edition ),Cracked
783,15.0,INFINITE#4060,_infinite_gamer_,Computer ( Java Edition ),Cracked
784,18.0,@aldehyde#7949,akshaymantri2222,Computer ( Java Edition ),Cracked
785,16.0,MrHUSTLEGAMER#1442,MrHUSTLEGAMER,Computer ( Java Edition ),Cracked
786,17.0,@Legend69#7905,ToneyThread7769,Mobile ( bedrock version ),Paid Version
787,15.0,@dmj#9264,fedis4473,Mobile ( bedrock version ),Cracked
788,17.0,Abhishek_OP#7066,Abhishek_OP,Computer ( Java Edition ),Cracked
789,16.0,Garry#3728,Garryknight,Computer ( Java Edition ),Paid Version
790,16.0,ba | SPARKYY#1721,sparkygh,Computer ( Java Edition ),Cracked
791,15.0,12_bamboo#7086,12_bamboo,Computer ( Java Edition ),Cracked
792,17.0,ULT Vedant #0812,ULTVedant ,Computer ( Java Edition ),Cracked
793,16.0,Ｉ𝐋乛Miscellaneous Acid#3118,AcidicDude,Computer ( Java Edition ),Paid Version
794,15.0,@Vinitrex#4112,Vinitrex,Computer ( Java Edition ),Cracked
795,17.0,||MrDeadShot||#6999,MrDeadSh0T,Computer ( Java Edition ),Cracked
796,16.0,Jay Singhal (#8676),Jay0420,Computer ( Java Edition ),Cracked
797,15.0,maniksingh_king#2208,Manikop,Computer ( Java Edition ),Cracked
798,14.0,@Timeblade#7901,TriggeredInsaan,Computer ( Java Edition ),Paid Version
799,28.0,pranjalsoni#9014,PrAnJaLsOnI,Computer ( Java Edition ),Cracked
800,17.0,Farhaan_576#6012,RebalX,Computer ( Java Edition ),Cracked
801,16.0,Pratu,Roasted Dusr,Computer ( Java Edition ),Cracked
802,17.0,XENON#8994,XENON,Computer ( Java Edition ),Cracked
803,16.0,@Hunain#1357,Syedhunain,Computer ( Java Edition ),Cracked
804,13.0,@Gagan Geeth#6559,gameonnyt,Computer ( Java Edition ),Cracked
805,15.0,@Thugly#0000,Steve,Mobile ( bedrock version ),Cracked
806,15.0,Vise killer gaming #6807,Vise_killer,Computer ( Java Edition ),Cracked
807,17.0,Manya#2758,Manya212,Computer ( Java Edition ),Cracked
808,17.0,CJ_GAMING#7516,Cptskullcrusher,Computer ( Java Edition ),Cracked
809,15.0,@Prabhdeep#8884,Prabhd33p,Computer ( Java Edition ),Cracked
810,23.0,Chaitanyamoi Chetia#4372,Leons1753,Computer ( Java Edition ),Paid Version
811,22.0,`𝘿𝙃メSharma Ji#5820,akshitsharmaji,Computer ( Java Edition ),Cracked
812,16.0,SPD GAMING#0900,Sidharthaupd,Computer ( Java Edition ),Cracked
813,17.0,Saitama#9754,tarangares,Computer ( Java Edition ),Cracked
814,15.0,Big Brain GYAN OP#7824,TTMMKKCC3,Computer ( Java Edition ),Cracked
815,15.0,ishumotu#3506,ITCGAMER,Computer ( Java Edition ),Paid Version
816,17.0,FourPunch || Aarush#5695,NotAarush,Computer ( Java Edition ),Paid Version
817,17.0,Warrior_Gaming_zone#4044,WARRIOR_Gaming,Computer ( Java Edition ),Cracked
818,16.0,Harshit#0011,the real rich64,Computer ( Java Edition ),Cracked
819,15.0,Sushan#9929,Sushan_Gamer,Computer ( Java Edition ),Paid Version
820,27.0,Lucky Agarwal#1038,PrAnJaLsOnI,Computer ( Java Edition ),Cracked
821,21.0,FourPunch || DhruvNC #2519 ,DhruvNC,Computer ( Java Edition ),Paid Version
822,17.0,@TSVD#7328,tsvd,Computer ( Java Edition ),Cracked
823,17.0,Shayan#0067,BoxicnotToxic,Computer ( Java Edition ),Paid Version
824,36.0,XCoMBaT#2220,X_CoMBaT,Computer ( Java Edition ),Paid Version
825,15.0,Rudra Shah edits#1711,rudrashah72,Computer ( Java Edition ),Cracked
826,16.0,Hackerdog12#1935,0rehan1,Computer ( Java Edition ),Cracked
827,17.0,Krishna Techz #9704,Krishna Techz,Mobile ( bedrock version ),Paid Version
828,19.0,₸₸∑x ĎČ ™#5308,dcxgaming,Computer ( Java Edition ),Cracked
829,21.0,RAVOKER#9746,RAVOKER,Computer ( Java Edition ),Cracked
830,17.0,MEGADOODLE#6190,MegadoodleNotOP,Computer ( Java Edition ),Paid Version
831,13.0,ItsJavaGamingHindi#5250,Sub2JavaGaming,Computer ( Java Edition ),Paid Version
832,16.0,Pranav#1142,PranavSajeev,Computer ( Java Edition ),Cracked
833,15.0,faizanpro#7357,Faizanpro,Computer ( Java Edition ),Cracked
834,15.0,Fazed_Dark#4788,Poisn,Computer ( Java Edition ),Cracked
835,18.0,SaubhagayGoyal#3457,MidSGgamer,Mobile ( bedrock version ),Cracked
836,18.0,@The_31st_century. guy#1640,LOLProNoob9,Mobile ( bedrock version ),Paid Version
837,14.0,GAMER_BOY TARUSH #1954,tarush 29,Computer ( Java Edition ),Cracked
838,20.0,@boss_in_da_house#3940,GHOST_E_RIDE,Computer ( Java Edition ),Cracked
839,23.0,MCopS • CRK#2974,CRK,Computer ( Java Edition ),Cracked
840,21.0,TheMasterCurry#0001,TheMasterCurry,Computer ( Java Edition ),Cracked
841,20.0,Pheonix Pranav #9810,ThePraNav21,Computer ( Java Edition ),Cracked
842,18.0,Soham Dey#2742,SohamDey001,Computer ( Java Edition ),Cracked
843,17.0,Keshavrathi#0731,CutePotato,Computer ( Java Edition ),Cracked
844,17.0,@username2148,Sunny9667722805,Computer ( Java Edition ),Cracked
845,17.0,"꧁༒☬đᎯrҟ♚lᎾrd☬༒꧂,ᴴᴿᴰ#2181 ",LordOfDark8888,Mobile ( bedrock version ),Cracked
846,17.0,@LEGITAV#8170,legit_av,Computer ( Java Edition ),Cracked
847,17.0,QLegendM#3160,QLegendM,Computer ( Java Edition ),Paid Version
848,15.0,@EarTh_SToRM#3682,EarTh_SToRM,Computer ( Java Edition ),Cracked
849,17.0,ItsVats#2725,vats2725,Computer ( Java Edition ),Paid Version
850,15.0,OP UnKnown#2805,OPxUNKNOWN,Computer ( Java Edition ),Cracked
851,22.0,Its Me Abhi#2986,ABHILASH1235,Computer ( Java Edition ),Cracked
852,18.0,@Rude DJ #6587,Deval_1602,Computer ( Java Edition ),Cracked
853,20.0,KRITIKAL#2796, kritika.18,Computer ( Java Edition ),Cracked
854,15.0,NOT-Divyanshu #6122,HSTGamer,Computer ( Java Edition ),Cracked
855,17.0,Armygamer303#7411,Armygamer303,Computer ( Java Edition ),Cracked
856,22.0,Skully#5691,bliss6387,Computer ( Java Edition ),Cracked
857,16.0,divyguptaji13#7892,DivyGupta,Computer ( Java Edition ),Cracked
858,20.0,XPERT#5017,XPERT09,Computer ( Java Edition ),Cracked
859,14.0,PrO GameR YT 2.O #3257,Sachin401,Computer ( Java Edition ),Cracked
860,23.0,ᴘɪᴋᴀᴄʜᴜ 🜲#8031,Pikachu ,Computer ( Java Edition ),Paid Version
861,14.0,Saison Gaming#7724,Sairaj133,Computer ( Java Edition ),Paid Version
862,14.0,vow nations#1740,aaarizplays,Computer ( Java Edition ),Cracked
863,16.0,kaustubh#9941,sniperman420,Computer ( Java Edition ),Cracked
864,15.0,Sonal#1507,Sonal1223,Computer ( Java Edition ),Cracked
865,15.0,ᑕᖇᑎ 〢gyααnℓØgy#6246,gyaanlogy,Computer ( Java Edition ),Cracked
866,1.0,𝐄ŁIT𝐄 || Savage Sam Yt#9323,Savagesam9482,Computer ( Java Edition ),Cracked
867,19.0,Jay 123#3935,Puranjayjindal123@gmail.com,Mobile ( bedrock version ),Cracked
868,17.0,Amerald#0918,OfficialAmerald,Computer ( Java Edition ),Cracked
869,16.0,Nack2312#1684,Nack232,Mobile ( bedrock version ),Cracked
870,14.0,@★Tarun_PlayZ YT★#6269,TarunPlayZOP,Mobile ( bedrock version ),Paid Version
871,16.0,Arman#9833,Oaksify,Computer ( Java Edition ),Paid Version
872,17.0,AgP_AgRoKinG√#7323,Agroking999,Computer ( Java Edition ),Paid Version
873,14.0,「SA ✯」RUDRA THE PRO #3820,RUDRA788,Computer ( Java Edition ),Cracked
874,18.0,@Harshsharma#2221,harshpiro,Computer ( Java Edition ),Cracked
875,14.0,JESTER#0582,Rihanrockzz,Computer ( Java Edition ),Cracked
876,17.0,C2DEV#9249,c2dev,Computer ( Java Edition ),Cracked
877,14.0,DEVIL GAMING#0643,Devanshk,Computer ( Java Edition ),Cracked
878,20.0,@.ImCakE.#0001,GHOSTABSK,Computer ( Java Edition ),Cracked
879,16.0,Pradyumna Basa#1211,Prady2006,Computer ( Java Edition ),Paid Version
880,16.0,DevilTc#3183,DevilTc#3183,Computer ( Java Edition ),Cracked
881,12.0,ISHANPRO55#1899,ISHANPRO55,Computer ( Java Edition ),Paid Version
882,16.0,ASSASINӁKILLER#1400,AssassinxKiller,Computer ( Java Edition ),Cracked
883,15.0,HunteR I COSMIC#1933,COSMIC,Computer ( Java Edition ),Cracked
884,15.0,DAX,drdistroyer,Computer ( Java Edition ),Cracked
885,17.0,Vdk007 ,Vdk_007 ,Computer ( Java Edition ),Cracked
886,14.0,Vinayak t #0000,Vinayak109,Computer ( Java Edition ),Cracked
887,15.0,BadBoyHalo#3819,_Aceify,Computer ( Java Edition ),Cracked
888,17.0,parthrhonrao#9840,RCGAMER03,Computer ( Java Edition ),Cracked
889,17.0,@ONLY MY KUTTA IS TOMMY #2283,BumperTable6412,Mobile ( bedrock version ),Cracked
890,14.0,RedolentHalo#7744 ,RedolentHalo,Computer ( Java Edition ),Cracked
891,21.0,@Krypton#3342,RealKrypton,Computer ( Java Edition ),Paid Version
892,16.0,Groundaaron#7430,Groundaaron,Mobile ( bedrock version ),Cracked
893,14.0,@Unflippable#8484,Unflippable,Mobile ( bedrock version ),Cracked
894,23.0,abhilekh#7120,ABHILEKH,Computer ( Java Edition ),Cracked
895,15.0,DZ DRÀÑdru#1499,dhruvkatyayan,Computer ( Java Edition ),Cracked
896,16.0,FiredFury#3201,FiredFury,Computer ( Java Edition ),Cracked
897,18.0,@RIDER#9341,sujalsai,Computer ( Java Edition ),Cracked
898,14.0,TechNoForever?#7178,whiplash37377,Computer ( Java Edition ),Cracked
899,17.0,Manan Sethi#3697,DakkuDaddy69,Computer ( Java Edition ),Cracked
900,31.0,RAVJYOT#9500,abbernatorr,Computer ( Java Edition ),Cracked
901,14.0,Itsblue#9336,Itsblue776,Computer ( Java Edition ),Cracked
902,18.0,YashTyagi#0406,yashtyagi47,Computer ( Java Edition ),Cracked
903,16.0,@THEGREATBROS#6178,THEGREATBROS,Mobile ( bedrock version ),Paid Version
904,18.0,STARify#1863,AMANlegend,Computer ( Java Edition ),Cracked
905,16.0,ThunderBird#0941,ThunderBird14,Computer ( Java Edition ),Cracked
906,14.0,Devil Gamer#0750,devilgamer_37,Computer ( Java Edition ),Cracked
907,21.0,krishna#2591,spinixo,Computer ( Java Edition ),Cracked
908,17.0,PG#3167,pgindiangamer,Computer ( Java Edition ),Cracked
909,18.0,SUST INSAAN#8257,SUST_INSAAN,Computer ( Java Edition ),Cracked
910,27.0,Jignesh#0949,narutoggwp,Computer ( Java Edition ),Cracked
911,16.0,Infinity gamer#4675,ebad1234,Computer ( Java Edition ),Cracked
912,19.0,NeonGamerYT#2812,NeonGamerYT,Computer ( Java Edition ),Cracked
913,19.0,MR BOOST#7142,TGBullet,Computer ( Java Edition ),Paid Version
914,22.0,RICHGAMERZ#0508,RICHGAMERZ,Computer ( Java Edition ),Cracked
915,18.0,KRAKEN OP#2835,notkraken12,Computer ( Java Edition ),Cracked
916,14.0,Manav Garg#4948,Insane_Manav,Computer ( Java Edition ),Paid Version
917,16.0,Lavanay#6657,lavanayy,Computer ( Java Edition ),Paid Version
918,18.0,Alync#0001,ilyxyan,Computer ( Java Edition ),Paid Version
919,15.0,@ItzAyush72#0314,ItzAyush72,Computer ( Java Edition ),Cracked
920,15.0,Acrob#0553,acrob,Computer ( Java Edition ),Cracked
921,16.0,@Scronite#4056,Scronite10001,Computer ( Java Edition ),Cracked
922,16.0,Kritagya jain,deadlyhitman,Computer ( Java Edition ),Cracked
923,2.0,Sh@wwh,Ab,Mobile ( bedrock version ),Cracked
924,20.0,Heet Kshatriya#9803,HeetKshatriya,Computer ( Java Edition ),Cracked
925,16.0,@Legend_tejas01#9283,Legend_Tejas01,Computer ( Java Edition ),Paid Version
926,15.0,@koushal#6273,koushal1807,Computer ( Java Edition ),Cracked
927,14.0,Agamya27#6331,Agamya27,Computer ( Java Edition ),Cracked
928,18.0,KyuZaeYT,KyuZae,Computer ( Java Edition ),Cracked
929,17.0,FreakinGamer#0788,FR3AK_XD,Computer ( Java Edition ),Cracked
930,17.0,INSAAN#2768,Noob Gamer3693,Mobile ( bedrock version ),Cracked
931,22.0,Devil Sparta#1573,Devil_Sparta,Computer ( Java Edition ),Cracked
932,18.0,ColdFire#9841,ColdFire,Computer ( Java Edition ),Cracked
933,18.0,OMKAR#5246,Omkar,Computer ( Java Edition ),Cracked
934,17.0,sloppyNETHANstr#2784,sloppyNATHANstre,Computer ( Java Edition ),Cracked
935,15.0,jithins edugaming#2622,monsterdj135,Computer ( Java Edition ),Cracked
936,22.0,Invinix#9999 ,Invinix,Computer ( Java Edition ),Paid Version
937,21.0,TRG×DREAMER#6030,TEAMRAGE123,Computer ( Java Edition ),Cracked
938,14.0,DevilGamer007#7598,DevilGamerX7,Computer ( Java Edition ),Cracked
939,17.0,abdular#7607,ajsp15,Computer ( Java Edition ),Paid Version
940,15.0,Infinity Rush#1934,INFINITYRUSH77,Computer ( Java Edition ),Cracked
941,17.0,@Scorpion Gamer#0859,Om Scorpion9094,Computer ( Java Edition ),Cracked
942,15.0,THA_NUMBER_ONE,Whyyy2020,Computer ( Java Edition ),Cracked
943,17.0,Sankalp#1809,PhantomSankalp,Computer ( Java Edition ),Cracked
944,15.0,Rishi_28#0096,vrishi,Computer ( Java Edition ),Cracked
945,15.0,shivaygamer#3996,Shivaygamer,Computer ( Java Edition ),Paid Version
946,17.0,Shiyash YT#5244,ShiyashYT,Computer ( Java Edition ),Cracked
947,14.0,GOD OF Gaming#1819,REB3L_ISop,Computer ( Java Edition ),Paid Version
948,23.0,『ĐMR』ARHUM#1760,arhum_25,Computer ( Java Edition ),Cracked
949,18.0,Creavor #9198,Creavorgaming,Computer ( Java Edition ),Cracked
950,17.0,nirmit#3661,Beast_nirmit ,Computer ( Java Edition ),Cracked
951,23.0,BEASTBHAU GAMER#8640,BeastBhau777,Computer ( Java Edition ),Cracked
952,15.0,𝓜𝓥𝓟 』𝕯𝖊𝖛𝖎𝖑 𝕭𝖔𝖞#0046,BHAIYAJIGAMING,Computer ( Java Edition ),Paid Version
953,16.0,ERRIXX_Beast#6994,ERRIXX_BEAST,Computer ( Java Edition ),Cracked
954,18.0,Soham#6951,NAMAN bothra 12,Mobile ( bedrock version ),Cracked
955,15.0,MAFIA FF #0698,proud_indian,Computer ( Java Edition ),Cracked
956,19.0,Sanish#3059,Sanish,Computer ( Java Edition ),Cracked
957,17.0,SUB#3005,SUBISHERE,Computer ( Java Edition ),Cracked
958,22.0,GamingWithAtul_YT#4101,GamingWithAtul,Computer ( Java Edition ),Cracked
959,19.0,Vader#4386,VaderOP,Computer ( Java Edition ),Paid Version
960,17.0,╲⎝⧹𝕯𝖆𝖗𝖐 ⧸⎠╱ #3683,Darkgamer2805,Computer ( Java Edition ),Cracked
961,17.0,ZECTER ᵇᵒˢˢ〢#9049,Zecter_Gamer,Computer ( Java Edition ),Cracked
962,13.0,SoulzGamingzYT#1556,soulz_gamingz ,Computer ( Java Edition ),Cracked
963,16.0,@Piyush#1135,ITACHI,Computer ( Java Edition ),Cracked
964,19.0,DEV #0948 ,BassClover@06,Mobile ( bedrock version ),Cracked
965,17.0,@karampql#5124,ArsenicClamp596,Mobile ( bedrock version ),Cracked
966,15.0,ᏒƧקㅤLᴜᴄɪғᴇʀㅤ✓,anand64,Computer ( Java Edition ),Cracked
967,18.0,@hoticecream#3680,PreFire1,Computer ( Java Edition ),Paid Version
968,14.0,@Ub Playz#9247,Abhi_13,Computer ( Java Edition ),Cracked
969,14.0,Komozoyo#4708,Komozoyo,Computer ( Java Edition ),Cracked
970,17.0,@Benti_Crip#8550,KAVYADAB007,Computer ( Java Edition ),Cracked
971,18.0,!!Hamzagamer_,Hamzagamer_,Computer ( Java Edition ),Paid Version
972,16.0,@PBTechz#9656,PBTechz,Computer ( Java Edition ),Cracked
973,20.0,@og_aryan#1094,og_aryan,Computer ( Java Edition ),Cracked
974,17.0,Ashmit#0947,LegendPlaz,Computer ( Java Edition ),Cracked
975,13.0,Icy_Slime#3711,Icy_Slime,Computer ( Java Edition ),Cracked
976,16.0,Digital insaan#7663,digitalinsaan,Computer ( Java Edition ),Cracked
